Text,Label,Source,Sentiment,Predicted_Sentiment,Sentiment_Score
The football scenes at the end were perplexing.  ,0,IMDb,Negative,Neutral,0.0
But I thought his acting was skilled.  ,1,IMDb,Positive,Neutral,0.0
Meredith M was better than all right.  ,1,IMDb,Positive,Positive,0.4404
A very charming film with wonderful sentiment and heart.  ,1,IMDb,Positive,Positive,0.9184
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1,IMDb,Positive,Positive,0.8402
Nine out of ten for a truly lovely film.  ,1,IMDb,Positive,Positive,0.7717
This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,1,IMDb,Positive,Positive,0.4927
This is one of the best Italian thrillers of the early 70's.  ,1,IMDb,Positive,Positive,0.6486
A standout scene.  ,1,IMDb,Positive,Neutral,0.0
This scene is very strong and unpleasant.  ,0,IMDb,Negative,Positive,0.0591
"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",1,IMDb,Positive,Positive,0.9299
It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,1,IMDb,Positive,Positive,0.2716
The movie was very interesting from beginning to the end.  ,1,IMDb,Positive,Positive,0.4576
I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ,1,IMDb,Positive,Positive,0.6486
This movie is also revealing.  ,1,IMDb,Positive,Neutral,0.0
"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1,IMDb,Positive,Neutral,0.0
And it was boring.  ,0,IMDb,Negative,Negative,-0.3182
"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",0,IMDb,Negative,Negative,-0.7384
PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,1,IMDb,Positive,Positive,0.3182
"It's a fresh, subtle, and rather sublime effect.  ",1,IMDb,Positive,Positive,0.3182
"An Italian reviewer called this ""a small, great film,"" and that's right.  ",1,IMDb,Positive,Positive,0.6249
"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  ",1,IMDb,Positive,Positive,0.4767
"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1,IMDb,Positive,Neutral,0.0
"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",1,IMDb,Positive,Positive,0.7096
Also the music by Mark Snow is possibly the best score I've ever heard.  ,1,IMDb,Positive,Positive,0.6369
You won't forget this movie!  ,1,IMDb,Positive,Positive,0.2401
Why was this film made?  ,0,IMDb,Negative,Neutral,0.0
The film has an ultra-cheap look to it.  ,0,IMDb,Negative,Neutral,0.0
The result is a film that just don't look right.  ,0,IMDb,Negative,Neutral,0.0
None of them are engaging or exciting.  ,0,IMDb,Negative,Positive,0.6808
The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,0,IMDb,Negative,Negative,-0.6346
The Foreigner is not worth one second of your time.  ,0,IMDb,Negative,Negative,-0.1695
"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1,IMDb,Positive,Positive,0.5994
But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,1,IMDb,Positive,Negative,-0.4497
This movie is so awesome!  ,1,IMDb,Positive,Positive,0.7603
"I loved it, it was really scary.  ",1,IMDb,Positive,Positive,0.1045
I love the Scream movies and all horror movies and this one ranks way up there.  ,1,IMDb,Positive,Negative,-0.296
If you want a real scare rent this one!  ,1,IMDb,Positive,Negative,-0.4926
10/10  ,1,IMDb,Positive,Neutral,0.0
This is an extraordinary film.  ,1,IMDb,Positive,Neutral,0.0
"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",1,IMDb,Positive,Positive,0.2732
"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1,IMDb,Positive,Positive,0.7436
"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1,IMDb,Positive,Positive,0.743
This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,1,IMDb,Positive,Positive,0.5423
"Predictable, but not a bad watch.  ",1,IMDb,Positive,Positive,0.5824
It was clear that she had the range and ability to pull off this part.  ,1,IMDb,Positive,Positive,0.5994
She carries the movie well.  ,1,IMDb,Positive,Positive,0.2732
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,1,IMDb,Positive,Positive,0.4404
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1,IMDb,Positive,Positive,0.8555
"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0,IMDb,Negative,Negative,-0.1027
"In fact, this stinker smells like a direct-to-video release.  ",0,IMDb,Negative,Negative,-0.0964
Avoid at ALL costs!  ,0,IMDb,Negative,Negative,-0.3595
Star Trek V The final Frontier is the worst in the series.  ,0,IMDb,Negative,Negative,-0.6249
"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0,IMDb,Negative,Positive,0.7579
The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,0,IMDb,Negative,Negative,-0.92
The only place good for this film is in the garbage.  ,0,IMDb,Negative,Positive,0.4404
The worst one of the series.  ,0,IMDb,Negative,Negative,-0.6249
Editing: The editing of this film was phenomenal in my opinion.  ,1,IMDb,Positive,Neutral,0.0
"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",1,IMDb,Positive,Positive,0.3182
Cinematography: The film was shot in an interesting way.  ,1,IMDb,Positive,Positive,0.4019
"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",1,IMDb,Positive,Neutral,0.0
This film offers many delights and surprises.  ,1,IMDb,Positive,Positive,0.5994
"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1,IMDb,Positive,Positive,0.943
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1,IMDb,Positive,Positive,0.5413
You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,1,IMDb,Positive,Positive,0.7615
But this understated film leaves a lasting impression.  ,1,IMDb,Positive,Positive,0.3291
The warmth it generates is in contrast to its austere backdrop.  ,1,IMDb,Positive,Positive,0.4588
You will leave the theater wanting to go out and dance under the stars.  ,1,IMDb,Positive,Negative,-0.0516
"The acting, as you'd expect from this cast, is top notch.  ",1,IMDb,Positive,Positive,0.2023
"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",1,IMDb,Positive,Positive,0.5729
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1,IMDb,Positive,Positive,0.714
Conclusion - I loved it.  ,1,IMDb,Positive,Positive,0.5994
It's a long time since I was so entertained by a movie.  ,1,IMDb,Positive,Positive,0.541
I struggle to find anything bad to say about it.  ,1,IMDb,Positive,Negative,-0.7003
"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1,IMDb,Positive,Negative,-0.5574
"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1,IMDb,Positive,Positive,0.8402
"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",1,IMDb,Positive,Positive,0.7965
"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1,IMDb,Positive,Positive,0.6239
Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1,IMDb,Positive,Positive,0.2878
Trumbull on I LOVE LUCY).  ,1,IMDb,Positive,Positive,0.7125
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1,IMDb,Positive,Positive,0.5859
See both films if you can.  ,1,IMDb,Positive,Neutral,0.0
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1,IMDb,Positive,Negative,-0.1531
"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1,IMDb,Positive,Negative,-0.4215
Very disappointed and wondered how it could be in the Oscar shortlist.  ,0,IMDb,Negative,Negative,-0.5256
It's very slow.  ,0,IMDb,Negative,Neutral,0.0
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0,IMDb,Negative,Positive,0.4215
) Don't waste your time.  ,0,IMDb,Negative,Positive,0.3252
End of Days is one of the worst big-budget action movies I've ever seen.  ,0,IMDb,Negative,Negative,-0.6249
He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,0,IMDb,Negative,Positive,0.4404
This was one of the worst films i have ever seen.  ,0,IMDb,Negative,Negative,-0.6249
I'm still trying to get over how bad it was.  ,0,IMDb,Negative,Negative,-0.5423
This movie is possibly one of the most creative works of horror ever.  ,1,IMDb,Positive,Negative,-0.1298
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1,IMDb,Positive,Negative,-0.0772
" With great sound effects, and impressive special effects, I can't recommend this movie enough.  	1
Call me a nut, but I think this is one of the best movies ever.  	1
Great character actors Telly Savalas and Peter Boyle.  	1
1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  	0
Lots of holes in the script.  	0
It's like a bad two hour TV movie.  	0
Now imagine that every single one of those decisions was made wrong.  	0
The dialogue is atrocious.  	0
The acting is beyond abysmal.  	0
Everything stinks.  	0
Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  	0
Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  	0
It's dumb and pointless, and a complete waste of time.  	0
In short, don't bother with this movie.  	0
I won't spoil it, but the ending in pretty amazing.  	1
The best scene in the movie is at the end, but I won't spoil it.  	1
If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  	1
The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  	1
A film not easily forgotten.  	1
But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  	1
The scripting of the subtle comedy is unmatched by any movie in recent years.  	1
The characters are interesting, even if a bit predictable.  	1
Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  	1
Great movie!  	1
Also the story and acting were weak.  	0
At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  	0
Either way, it sucks.  	0
The script is horrendously stupid.  	0
The story starts too fast with absolutely no suspense or build-up in the slightest.  	0
Everything Captain Howdy says is either laughable or just plain stupid.  	0
What the hell kind of crap is that?!  	0
Then, there's the plot holes.  	0
You could drive a semi truck into these holes!  	0
Linda Cardellini is the only thing good in this film.  	1
She's poised and amazing.  	1
Dee Snider just plain sucks.  	0
He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  	0
I was bored throughout the whole damn thing.  	0
The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  	0
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  	0
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  	0
A piece of cinematic garbage captured on celluloid.  	0
Avoid at any and all costs.  	0
At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  	0
Avoid this film at all costs.  	0
I don't know what happened in Season Five, what a mess.  	0
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  	0
Now this is a movie I really dislike.  	0
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  	0
The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  	0
The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  	0
There aren't death scenes like in previous movies and the f/x are terrible.  	0
I felt asleep the first time I watched it, so I can recommend it for insomniacs.  	0
The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  	1
The best part about Nurse Betty"" is it's unpredictability.  ",1,IMDb,Positive,Negative,-0.9939
